gene,environment,n_replicates,replicate_pre_effects,replicate_post_effects,mean_pre_effect,mean_post_effect,suppression_fraction,category,baseline_effect_size_pass,baseline_direction_concordant,post_direction_concordant,replicate_retention_eligible
AL512380.2,plastic,2,0.00162681;0.136832,0.0920887;0.49577,0.06922944065086765,0.2939292572006316,,insufficient,False,False,True,False
AL512383.1,hydrogel,2,-0.483977;0.0015733,-0.0786948;0.00399917,-0.2412018641193,-0.03734779963530899,,insufficient,False,False,False,False
AL512383.1,plastic,2,0.012478;-0.504793,0.000300943;0.0026614,-0.24615764755169744,0.0014811713547284722,,insufficient,False,False,True,False
AL512408.1,hydrogel,2,-0.174439;-0.370801,0.571869;-0.319823,-0.2726197486669699,0.12602274322663964,,insufficient,False,False,False,False
AL512408.1,plastic,2,0.510776;0.00766227,0.52808;-0.521115,0.2592191973037048,0.0034823944965949316,,insufficient,False,False,False,False
AL512413.1,hydrogel,2,0.000241163;-0.00502942,0.000593924;0.000979975,-0.002394130860744914,0.0007869497112900081,,insufficient,False,False,True,False
AL512413.1,plastic,2,0.000665353;-0.000248253,7.99582e-05;0.000634198,0.00020855010402498486,0.00035707822854980087,,insufficient,False,False,True,False
AL512424.1,hydrogel,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
AL512424.1,plastic,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
AL512427.1,hydrogel,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
AL512427.1,plastic,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
AL512427.2,hydrogel,2,0.000274979;0.000451582,0.000677204;0.00111739,0.00036328062783996806,0.0008972961450048889,,insufficient,False,False,True,False
AL512427.2,plastic,2,0.000758649;-0.0064693,9.117e-05;0.000723126,-0.0028553244769549124,0.00040714789437990007,,insufficient,False,False,True,False
AL512428.1,hydrogel,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
AL512428.1,plastic,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
AL512430.1,hydrogel,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
AL512430.1,plastic,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
AL512430.2,hydrogel,2,0.000251349;0.000412776,0.000619009;0.00102137,0.00033206252612982823,0.0008201880358049696,,insufficient,False,False,True,False
AL512430.2,plastic,2,0.000693455;0.00539589,8.33354e-05;0.000660985,0.0030446726938349045,0.00037216010972507263,,insufficient,False,False,True,False
AL512430.3,hydrogel,2,0.00176428;0.00289738,0.00257727;0.0468605,0.0023308296276749463,0.024718872827784955,,insufficient,False,False,True,False
AL512430.3,plastic,2,0.20265;-0.0415074,0.000584952;0.00463962,0.08057146074971511,0.0026122845600750066,,insufficient,False,False,True,False
AL512430.4,hydrogel,2,0.000429392;0.0539888,0.000962064;-0.473534,0.02720909448067607,-0.23628618229559537,,insufficient,False,False,False,False
AL512430.4,plastic,2,0.00113962;-0.0531831,0.000135642;0.00120178,-0.026021726662847966,0.0006687119397765229,,insufficient,False,False,True,False
AL512444.1,hydrogel,2,0.0905146;0.0121337,-0.357274;-0.275734,0.0513241679527775,-0.31650430611294306,,insufficient,False,False,True,False
AL512444.1,plastic,2,0.049974;-0.000916583,-0.0417059;-0.122593,0.02452868978897249,-0.08214962330803699,,insufficient,False,False,True,False
AL512452.1,hydrogel,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
AL512452.1,plastic,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
AL512484.1,hydrogel,2,0.0478548;0.000546959,0.000739193;0.0679014,0.024200875496206975,0.03432031276234704,,insufficient,False,False,True,False
AL512484.1,plastic,2,0.000877051;-0.292847,0.00010435;0.000927913,-0.14598516018083002,0.0005161316269275407,,insufficient,False,False,True,False
AL512506.1,hydrogel,2,-0.175381;-0.47317,-0.589807;-0.513082,-0.32427528132765504,-0.5514445734903699,,insufficient,False,False,True,False
AL512506.1,plastic,2,-0.310486;0.141541,0.150364;0.179639,-0.08447241928208982,0.16500147953020994,,insufficient,False,False,True,False
AL512506.2,hydrogel,2,-0.0234302;0.00178992,0.00268421;0.0289491,-0.01082015961938998,0.01581666387710501,,insufficient,False,False,True,False
AL512506.2,plastic,2,0.00300703;-0.0256421,0.000361367;0.0273864,-0.011317550198995052,0.013873880324470012,,insufficient,False,False,True,False
AL512506.3,hydrogel,2,0.013169;-0.111294,-0.0410309;0.0604126,-0.04906233325890996,0.009690871632130005,,insufficient,False,False,False,False
AL512506.3,plastic,2,0.00301066;0.534313,0.044585;-0.163829,0.26866165906471995,-0.05962198293505494,,insufficient,False,False,False,False
AL512590.1,hydrogel,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
AL512590.1,plastic,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
AL512590.2,hydrogel,2,0.00108526;0.0261974,0.00267272;0.00440999,0.013641351508124955,0.0035413547360898523,,insufficient,False,False,True,False
AL512590.2,plastic,2,0.00299416;-0.00111716,0.024775;0.0516843,0.0009384969433200441,0.03822966916988502,,insufficient,False,False,True,False
AL512590.3,hydrogel,2,0.0839753;0.0448213,-0.125422;0.0012987,0.0643982898245285,-0.062061704647520505,,insufficient,False,False,False,False
AL512590.3,plastic,2,0.000815771;-0.162482,0.0396072;0.0499919,-0.08083327038104399,0.044799512343160514,,insufficient,False,False,True,False
AL512593.1,hydrogel,2,0.00114131;-0.217496,-0.0345634;0.00530993,-0.10817719078757249,-0.014626727909886006,,insufficient,False,False,False,False
AL512593.1,plastic,2,0.00198311;-0.0888596,7.15061e-05;0.00456503,-0.043438229228354996,0.002318269226611991,,insufficient,False,False,True,False
AL512594.1,hydrogel,2,0.000274979;0.000451582,0.000677204;0.00111739,0.00036328062783996806,0.0008972961450048889,,insufficient,False,False,True,False
AL512594.1,plastic,2,0.000758649;-0.0064693,9.117e-05;0.000723126,-0.0028553244769549124,0.00040714789437990007,,insufficient,False,False,True,False
AL512598.1,hydrogel,2,0.0910636;-0.0638524,-0.324628;0.334556,0.0136055987686452,0.004964123886404881,,insufficient,False,False,False,False
AL512598.1,plastic,2,0.0575825;0.053678,0.522341;0.167317,0.055630236885239936,0.3448291968258399,,insufficient,False,False,True,False
AL512598.2,hydrogel,2,-0.0311945;0.096505,-0.153953;0.0594477,0.032655215404045146,-0.047252793797095016,,insufficient,False,False,False,False
AL512598.2,plastic,2,0.179058;0.281279,0.000426645;-0.261469,0.23016830491143503,-0.130521089419965,,insufficient,False,False,False,False
AL512603.1,hydrogel,2,0.00104065;0.00170901,0.00256287;0.00422874,0.0013748307413248284,0.0033958054178500063,,insufficient,False,False,True,False
AL512603.1,plastic,2,0.0028711;-0.0947181,0.000345032;0.00273666,-0.04592352563329993,0.0015408458325899543,,insufficient,False,False,True,False
AL512603.2,hydrogel,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
AL512603.2,plastic,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
AL512604.1,hydrogel,2,0.000561362;-0.120105,-0.0700057;-0.224806,-0.059771884917063506,-0.14740602403516,,insufficient,False,False,True,False
AL512604.1,plastic,2,0.00148803;-0.135598,0.0837291;0.00157494,-0.06705476794151148,0.04265201224962652,,insufficient,False,False,True,False
AL512604.2,hydrogel,2,0.000890066;-0.733147,0.00200087;0.00373584,-0.366128227817762,0.0028683569661094865,,insufficient,False,False,True,False
AL512604.2,plastic,2,-0.169406;-0.208818,0.000281674;0.00248472,-0.189112219479661,0.0013831967542415058,,insufficient,False,False,True,False
AL512604.3,hydrogel,2,0.156836;-0.111969,-0.0324159;0.0393029,0.022433397984265524,0.0034434692046174664,,insufficient,False,False,False,False
AL512604.3,plastic,2,0.00165915;-0.126837,-0.0757847;-0.183235,-0.06258910174501797,-0.129509669757156,,insufficient,False,False,True,False
AL512605.1,hydrogel,2,-0.143639;-0.188239,-0.157945;0.228073,-0.16593933055874488,0.03506400254243003,,insufficient,False,False,False,False
AL512605.1,plastic,2,-0.0747602;0.0448264,0.282566;-0.563067,-0.014966907902834947,-0.14025052436858498,,insufficient,False,False,False,False
AL512605.2,hydrogel,2,-0.194849;-0.295938,0.172704;-0.249188,-0.24539347461937977,-0.03824195958964993,,insufficient,False,False,False,False
AL512605.2,plastic,2,0.548618;-0.0946,0.00363111;0.111719,0.22700924764549502,0.057675263561180135,,insufficient,False,False,True,False
AL512622.1,hydrogel,2,0.00148396;0.102591,0.00365461;0.00603012,0.05203764484371498,0.0048423678994600206,,insufficient,False,False,True,False
AL512622.1,plastic,2,0.00409414;-0.0682971,-0.0328928;0.00390244,-0.0321014917662501,-0.014495162382194948,,insufficient,False,False,False,False
AL512624.1,hydrogel,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
AL512624.1,plastic,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
AL512624.2,hydrogel,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
AL512624.2,plastic,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
AL512625.1,hydrogel,2,-0.766417;-0.55413,-0.0951661;-0.956391,-0.6602737396664602,-0.5257784369276699,0.20369627725423567,fully_retained,True,True,True,True
AL512625.1,plastic,2,-0.591792;-0.738213,-0.116221;0.812847,-0.6650022345601503,0.348313214804445,1.5237775103640492,suppressed,True,True,False,True
AL512625.2,hydrogel,2,-0.328846;0.227792,-0.447136;-0.105116,-0.05052715286786014,-0.2761259243357901,,insufficient,False,False,True,False
AL512625.2,plastic,2,0.0364721;0.118456,-0.176209;-0.242979,0.07746389942418497,-0.20959425488720007,,insufficient,False,False,True,False
AL512625.3,hydrogel,2,-0.561672;-0.327996,-0.526123;-0.293431,-0.4448336990956201,-0.40977670207176997,,insufficient,False,False,True,False
AL512625.3,plastic,2,-0.585772;-0.524611,-0.506612;0.203096,-0.5551913236415746,-0.1517580142586099,0.7266563654791853,partially_retained,True,True,False,True
AL512631.1,hydrogel,2,0.000283523;-0.0836908,0.000633374;0.00373537,-0.041703627428643975,0.0021843716757630194,,insufficient,False,False,True,False
AL512631.1,plastic,2,-0.0384017;-0.29219,8.94198e-05;0.00284677,-0.16529569762685603,0.0014680932885690612,,insufficient,False,False,True,False
AL512631.2,hydrogel,2,0.364186;-0.201028,-0.287455;-0.312271,0.08157910322402495,-0.2998630850483097,,insufficient,False,False,True,False
AL512631.2,plastic,2,-0.214245;0.138036,-0.304692;0.340786,-0.03810411563653493,0.01804688327877013,,insufficient,False,False,False,False
AL512634.1,hydrogel,2,0.000274979;0.000451582,0.000677204;0.00111739,0.00036328062783996806,0.0008972961450048889,,insufficient,False,False,True,False
AL512634.1,plastic,2,0.000758649;-0.0064693,9.117e-05;0.000723126,-0.0028553244769549124,0.00040714789437990007,,insufficient,False,False,True,False
AL512635.1,hydrogel,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
AL512635.1,plastic,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
AL512637.1,hydrogel,2,0.00369357;0.000588285,0.000793942;0.0544067,0.0021409293011310226,0.027600296376393996,,insufficient,False,False,True,False
AL512637.1,plastic,2,0.000942729;0.0229268,0.000112144;-0.0415808,0.011934746077682495,-0.020734330781019494,,insufficient,False,False,False,False
AL512637.2,hydrogel,2,0.000274979;0.000451582,0.000677204;0.00111739,0.00036328062783996806,0.0008972961450048889,,insufficient,False,False,True,False
AL512637.2,plastic,2,0.000758649;-0.0064693,9.117e-05;0.000723126,-0.0028553244769549124,0.00040714789437990007,,insufficient,False,False,True,False
AL512638.1,hydrogel,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
AL512638.1,plastic,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
AL512638.2,hydrogel,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
AL512638.2,plastic,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
AL512638.3,hydrogel,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
AL512638.3,plastic,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
AL512641.1,hydrogel,2,0.000274979;0.000451582,0.000677204;0.00111739,0.00036328062783996806,0.0008972961450048889,,insufficient,False,False,True,False
AL512641.1,plastic,2,0.000758649;-0.0064693,9.117e-05;0.000723126,-0.0028553244769549124,0.00040714789437990007,,insufficient,False,False,True,False
AL512643.1,hydrogel,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
AL512643.1,plastic,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
AL512643.2,hydrogel,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
AL512643.2,plastic,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
AL512646.1,hydrogel,2,0.0516085;0.268895,-0.137365;-0.161799,0.16025149840180042,-0.1495817484561499,,insufficient,False,False,True,False
AL512646.1,plastic,2,0.273743;-0.040587,0.074677;0.044148,0.11657820816660003,0.059412492106350356,,insufficient,False,False,True,False
AL512649.1,hydrogel,2,-0.00528651;0.000403856,0.000605632;0.000999294,-0.002441327932089843,0.0008024633669048153,,insufficient,False,False,True,False
AL512649.1,plastic,2,0.000678469;-0.000253147,8.15345e-05;0.000646701,0.00021266138895503772,0.0003641175457800294,,insufficient,False,False,True,False
AL512649.2,hydrogel,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
AL512649.2,plastic,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
AL512652.1,hydrogel,2,-0.120201;-0.279112,-0.163807;-0.00469495,-0.19965619507347,-0.08425104425301,,insufficient,False,False,True,False
AL512652.1,plastic,2,0.13581;-0.174171,-0.0799959;-0.119628,-0.019180302911230074,-0.09981172253643011,,insufficient,False,False,True,False
AL512652.2,hydrogel,2,-0.344648;0.00256398,0.137864;0.217282,-0.17104189096804,0.17757257863300002,,insufficient,False,False,True,False
AL512652.2,plastic,2,0.0548894;-0.214959,0.278058;-0.0866855,-0.08003495223130996,0.09568630170051495,,insufficient,False,False,False,False
AL512655.1,hydrogel,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
AL512655.1,plastic,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
AL512656.1,hydrogel,2,-0.0843331;0.000727581,-0.0357756;-0.0586351,-0.04180276081553411,-0.04720534389381444,,insufficient,False,False,True,False
AL512656.1,plastic,2,0.00116656;-0.323929,0.043377;0.00123452,-0.1613811700339675,0.022305737017649,,insufficient,False,False,True,False
AL512658.1,hydrogel,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
AL512658.1,plastic,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
AL512658.2,hydrogel,2,0.000274979;0.000451582,0.000677204;0.00111739,0.00036328062783996806,0.0008972961450048889,,insufficient,False,False,True,False
AL512658.2,plastic,2,0.000758649;-0.0064693,9.117e-05;0.000723126,-0.0028553244769549124,0.00040714789437990007,,insufficient,False,False,True,False
AL512662.1,hydrogel,2,-0.590556;-0.541032,-0.354995;0.020219,-0.56579395682628,-0.16738796153788016,0.7041538540340497,partially_retained,True,True,False,True
AL512662.1,plastic,2,-0.3258;0.490409,-0.231636;0.0650181,0.08230415202551988,-0.08330915261930505,,insufficient,False,False,False,False
AL512770.1,hydrogel,2,-0.530618;-0.492147,-0.029784;-0.265586,-0.5113827616554452,-0.14768488772617516,0.7112047984408185,partially_retained,True,False,True,False
AL512770.1,plastic,2,-0.253948;0.0462326,-0.323004;-0.455672,-0.10385789260116995,-0.3893381040448549,,insufficient,False,False,True,False
AL512782.1,hydrogel,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
AL512782.1,plastic,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
AL512785.1,hydrogel,2,0.00101039;-0.0210715,0.00248833;0.00410575,-0.01003056434662497,0.003297041881085039,,insufficient,False,False,True,False
AL512785.1,plastic,2,0.00278759;-0.0692325,0.000334997;0.00265707,-0.033222477195175015,0.0014960319032449876,,insufficient,False,False,True,False
AL512785.2,hydrogel,2,-0.0431149;0.000594264,-0.0710984;0.28705,-0.021260297109822968,0.10797558117281203,,insufficient,False,False,False,False
AL512785.2,plastic,2,-0.0378221;0.0439352,0.000113349;0.0545909,0.0030565630999195015,0.027352113775046483,,insufficient,False,False,True,False
AL512791.1,hydrogel,2,-0.287784;-0.134594,-0.308764;-0.017958,-0.21118877152284998,-0.1633612052480098,,insufficient,False,False,True,False
AL512791.1,plastic,2,0.372986;-0.0938932,-0.242661;-0.322569,0.13954655133678484,-0.28261520433511,,insufficient,False,False,True,False
AL512791.2,hydrogel,2,0.24122;0.061778,0.0987386;-0.0931105,0.1514991373941701,0.002814060109160188,,insufficient,False,False,False,False
AL512791.2,plastic,2,0.122048;-0.244667,0.0699143;-0.246668,-0.06130956465960491,-0.08837667115181014,,insufficient,False,False,False,False
AL512844.1,hydrogel,2,0.0432029;0.00586905,0.151726;-0.10354,0.024535976341239746,0.024093259145541113,,insufficient,False,False,False,False
AL512844.1,plastic,2,-0.0343202;-0.00371874,0.0387239;0.00105561,-0.019019470434839245,0.019889745780794554,,insufficient,False,False,True,False
AL512844.2,hydrogel,2,0.0663021;0.0347976,0.00355013;0.00585771,0.05054983471131502,0.0047039195886801055,,insufficient,False,False,True,False
AL512844.2,plastic,2,0.00397709;-0.0339142,0.000477943;0.00379086,-0.014968543901670017,0.0021344023002399792,,insufficient,False,False,True,False
AL513008.1,hydrogel,2,0.000278343;0.00671903,0.00068549;0.00113106,0.0034986872492948073,0.0009082745689099614,,insufficient,False,False,True,False
AL513008.1,plastic,2,0.000767931;-0.000286526,9.22855e-05;0.000731973,0.00024070249103491648,0.0004121293514049995,,insufficient,False,False,True,False
AL513013.1,hydrogel,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
AL513013.1,plastic,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
AL513043.1,hydrogel,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
AL513043.1,plastic,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
AL513122.1,hydrogel,2,0.000305332;-0.227477,0.000681843;0.00164416,-0.11358605979929504,0.0011630011335225232,,insufficient,False,False,True,False
AL513122.1,plastic,2,0.000809276;-0.176947,9.62788e-05;0.0542597,-0.08806878090942899,0.02717798694020701,,insufficient,False,False,True,False
AL513122.2,hydrogel,2,0.000393693;-0.0876373,0.000880932;0.00165605,-0.043621815531440455,0.001268489341205492,,insufficient,False,False,True,False
AL513122.2,plastic,2,0.00104432;0.0910247,0.000124277;0.376172,0.04603449240607202,0.188147891369488,,insufficient,False,False,True,False
AL513123.1,hydrogel,2,0.0458674;0.00618072,0.230858;0.0016876,0.026024041732825992,0.11627255900955603,,insufficient,False,False,True,False
AL513123.1,plastic,2,0.133194;0.122206,0.000126304;0.0011249,0.1276998485202927,0.0006256005872500026,,insufficient,False,False,True,False
AL513124.1,hydrogel,2,0.000794764;0.0013052,0.0019573;0.00322956,0.0010499801035250833,0.0025934306071400126,,insufficient,False,False,True,False
AL513124.1,plastic,2,0.0021927;-0.0544578,0.000263506;0.00209003,-0.026132573473640064,0.0011767684691549318,,insufficient,False,False,True,False
AL513128.1,hydrogel,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
AL513128.1,plastic,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
AL513128.2,hydrogel,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
AL513128.2,plastic,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
AL513128.3,hydrogel,2,-0.182728;-0.378808,0.0124394;-0.245486,-0.28076793697095015,-0.11652355202899489,,insufficient,False,False,False,False
AL513128.3,plastic,2,-0.0781725;-0.182374,0.174863;-0.0128403,-0.13027351895483008,0.08101160440590482,,insufficient,False,False,False,False
AL513164.1,hydrogel,2,0.00137316;0.00225506,-0.10883;0.00557988,0.0018141084917600026,-0.05162527120868998,,insufficient,False,False,False,False
AL513164.1,plastic,2,-0.0569552;-0.00141353,0.000455274;-0.027281,-0.029184341079640075,-0.013412882549179939,,insufficient,False,False,False,False
AL513165.1,hydrogel,2,0.0885459;0.0474089,0.000979754;-0.134703,0.0679773841986287,-0.0668618706128645,,insufficient,False,False,False,False
AL513165.1,plastic,2,0.00998135;0.121548,0.000138389;0.00123267,0.06576463013631095,0.0006855304866147521,,insufficient,False,False,True,False
AL513165.2,hydrogel,2,-0.613499;-0.429871,-0.500534;-0.652716,-0.521685035351835,-0.5766248202305602,-0.10531217335316634,enhanced_or_reprogrammed,True,False,True,False
AL513165.2,plastic,2,0.0950743;-0.115987,-0.387182;-1.39714,-0.010456530766874916,-0.8921617428826001,,insufficient,False,False,True,False
AL513166.1,hydrogel,2,-0.226452;-0.0426151,0.204909;1.28928,-0.13453352099010485,0.7470921731661195,,insufficient,False,False,True,False
AL513166.1,plastic,2,-0.797521;0.233576,0.711131;0.70854,-0.28197252264279005,0.7098353701984652,,insufficient,False,False,True,False
AL513174.1,hydrogel,2,0.000477052;0.550955,0.0535014;0.0020032,0.2757159819628474,0.02775229125078202,,insufficient,False,False,True,False
AL513174.1,plastic,2,0.00126731;-0.0004993,0.00015089;0.00133273,0.0003840064332180648,0.0007418076854600053,,insufficient,False,False,True,False
AL513175.1,hydrogel,2,0.055088;0.0289121,0.00294967;0.00486697,0.04200007702243502,0.003908321088689992,,insufficient,False,False,True,False
AL513175.1,plastic,2,-0.0236407;0.0257122,0.000397106;0.00314969,0.0010357469580350998,0.001773399686054944,,insufficient,False,False,True,False
AL513175.2,hydrogel,2,0.000709159;0.00116461,0.00174648;0.0028817,0.00093688527595992,0.002314088564040029,,insufficient,False,False,True,False
AL513175.2,plastic,2,0.00195652;-0.000730007,0.0480972;0.00186491,0.000613258260119931,0.024981072732309983,,insufficient,False,False,True,False
AL513185.1,hydrogel,2,-0.0432078;0.0953227,0.000579028;0.241386,0.026057433464041546,0.12098251372481655,,insufficient,False,False,True,False
AL513185.1,plastic,2,0.00153391;-0.00112696,8.17514e-05;0.00431027,0.000203477740018998,0.002196010664936965,,insufficient,False,False,True,False
AL513185.2,hydrogel,2,0.000918766;-0.0811695,0.00226269;0.00373344,-0.040125364196805124,0.0029980652880550185,,insufficient,False,False,True,False
AL513185.2,plastic,2,0.00253481;-0.000945775,0.000304619;0.00241612,0.0007945194193700322,0.0013603713512649884,,insufficient,False,False,True,False
AL513185.3,hydrogel,2,0.00127787;0.00209857,0.00314707;0.00519267,0.0016882189708249395,0.004169868301104884,,insufficient,False,False,True,False
AL513185.3,plastic,2,0.00352555;-0.145057,0.000423681;0.00336047,-0.07076582126665998,0.001892076666235032,,insufficient,False,False,True,False
AL513188.1,hydrogel,2,-0.194883;-0.033485,0.332511;0.00469385,-0.11418421612921503,0.16860259293996493,,insufficient,False,False,True,False
AL513188.1,plastic,2,-0.350649;0.12625,0.0853781;-0.0833317,-0.11219936858922996,0.0010231681995050979,,insufficient,False,False,False,False
AL513190.1,hydrogel,2,0.288225;0.000493182,0.000666551;0.0558322,0.14435907595304603,0.028249392643363513,,insufficient,False,False,True,False
AL513190.1,plastic,2,0.000790838;-0.0950256,9.40933e-05;0.00207891,-0.047117379362821454,0.001086500929585954,,insufficient,False,False,True,False
AL513210.1,hydrogel,2,0.000662362;0.00109456,0.00148858;0.00278044,0.0008784601669805034,0.0021345072068684953,,insufficient,False,False,True,False
AL513210.1,plastic,2,0.0017601;-0.641792,-0.185533;0.00184943,-0.32001589276744297,-0.09184203079945125,,insufficient,False,False,False,False
AL513210.2,hydrogel,2,0.00065524;-0.04097,-0.194651;-0.0408654,-0.020157394824609987,-0.11775803683230598,,insufficient,False,False,True,False
AL513210.2,plastic,2,0.00173686;-0.275582,-0.0412687;0.104145,-0.13692270355085298,0.03143838846000804,,insufficient,False,False,False,False
AL513217.1,hydrogel,2,-0.718819;-0.408456,0.52933;-0.858082,-0.56363799797717,-0.16437616663164012,0.7083657112870908,partially_retained,True,False,False,False
AL513217.1,plastic,2,0.0079204;-0.00311413,-0.395938;-0.250236,0.002403134189295164,-0.32308700625544495,,insufficient,False,False,True,False
AL513218.1,hydrogel,2,0.00182019;0.0471055,0.000886671;0.0060735,0.024462844651414906,0.0034800841282349726,,insufficient,False,False,True,False
AL513218.1,plastic,2,0.254186;-0.00203192,7.57763e-05;0.0495978,0.1260770139598691,0.02483679739252498,,insufficient,False,False,True,False
AL513218.2,hydrogel,2,0.0925577;0.132215,0.129784;-0.0727846,0.11238609814135003,0.02849972404186496,,insufficient,False,False,False,False
AL513218.2,plastic,2,0.0295243;-0.00496555,-0.214522;-0.0818828,0.012279369761709957,-0.14820237175747508,,insufficient,False,False,True,False
AL513220.1,hydrogel,2,0.000347987;0.00140114,0.000724104;0.00544502,0.0008745614820084846,0.0030845611894299574,,insufficient,False,False,True,False
AL513220.1,plastic,2,0.00143531;-0.424961,0.000102088;0.00448818,-0.2117626091771545,0.0022951324255330308,,insufficient,False,False,True,False
AL513285.1,hydrogel,2,0.000251349;0.000412776,0.000619009;0.00102137,0.00033206252612982823,0.0008201880358049696,,insufficient,False,False,True,False
AL513285.1,plastic,2,0.000693455;0.00539589,8.33354e-05;0.000660985,0.0030446726938349045,0.00037216010972507263,,insufficient,False,False,True,False
AL513302.1,hydrogel,2,0.323623;0.000704049,0.000951882;0.0574648,0.16216361768882406,0.02920834889515002,,insufficient,False,False,True,False
AL513302.1,plastic,2,0.00112915;-0.0493262,-0.195583;0.00119411,-0.024098540843789484,-0.097194320741996,,insufficient,False,False,False,False
AL513303.1,hydrogel,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
AL513303.1,plastic,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
AL513304.1,hydrogel,2,-0.00528651;0.000403856,0.000605632;0.000999294,-0.002441327932089843,0.0008024633669048153,,insufficient,False,False,True,False
AL513304.1,plastic,2,0.000678469;-0.000253147,8.15345e-05;0.000646701,0.00021266138895503772,0.0003641175457800294,,insufficient,False,False,True,False
AL513314.1,hydrogel,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
AL513314.1,plastic,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
AL513314.2,hydrogel,2,-0.468816;-0.363753,-0.664277;-0.245674,-0.41628438069899,-0.45497554705935483,,insufficient,False,False,True,False
AL513314.2,plastic,2,0.304519;0.184568,0.165644;0.458522,0.24454330987487505,0.31208286621779013,,insufficient,False,False,True,False
AL513317.1,hydrogel,2,0.000794764;0.0013052,0.0019573;0.00322956,0.0010499801035250833,0.0025934306071400126,,insufficient,False,False,True,False
AL513317.1,plastic,2,0.0021927;-0.0544578,0.000263506;0.00209003,-0.026132573473640064,0.0011767684691549318,,insufficient,False,False,True,False
AL513318.1,hydrogel,2,0.839505;1.33034,0.932639;0.713854,1.0849219813345798,0.8232464209350554,0.2411929750723948,fully_retained,True,True,True,True
AL513318.1,plastic,2,0.186801;0.526631,0.828161;1.48137,0.35671579172379,1.1547637514418847,,insufficient,False,False,True,False
AL513320.1,hydrogel,2,0.219318;0.136707,-0.440464;-0.378808,0.17801227795859997,-0.40963594438294515,,insufficient,False,False,True,False
AL513320.1,plastic,2,-0.0590364;0.12784,-0.0854905;0.210963,0.034401701352825054,0.06273608417166998,,insufficient,False,False,False,False
AL513321.1,hydrogel,2,0.000241163;-0.00502942,0.000593924;0.000979975,-0.002394130860744914,0.0007869497112900081,,insufficient,False,False,True,False
AL513321.1,plastic,2,0.000665353;-0.000248253,7.99582e-05;0.000634198,0.00020855010402498486,0.00035707822854980087,,insufficient,False,False,True,False
AL513321.2,hydrogel,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
AL513321.2,plastic,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
